original_path,local_path,sha256,classification,purpose,retention_reason,ignore_rule
new during reorganization,proteus/experiments/runs/dil16_decoder_4511_terminal_v3_temp_2026_07_15/01_solo_1x/C04_4511_CATALOGUE_TERMINAL_sa_GATE_NORMAL_COPY.pdsprj,9d00ecb907ba1e668cc1d1638552e3df28de7eec25ee6f55e672e3531914f108,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_4511_terminal_v3_temp_2026_07_15/03_scale_9x_15x/S09_4511_9X_COMPLETE_sa_GATE_COLD_COPY.pdsprj,3034d95f354fc3a999f24a1fca10d10fd2565fca892dd3085c0f0818b336b852,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_4511_terminal_v3_temp_2026_07_15/03_scale_9x_15x/S09_4511_9X_COMPLETE_sa_GATE_NORMAL_COPY.pdsprj,3034d95f354fc3a999f24a1fca10d10fd2565fca892dd3085c0f0818b336b852,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_4511_terminal_v3_temp_2026_07_15/03_scale_9x_15x/S15_4511_15X_COMPLETE_sa_GATE_COLD_COPY.pdsprj,4cc7b22527fe296268d05635ceff715e35155346ad9ec20627babd7b1c125c8c,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_4511_terminal_v3_temp_2026_07_15/03_scale_9x_15x/S15_4511_15X_COMPLETE_sa_GATE_NORMAL_COPY.pdsprj,4cc7b22527fe296268d05635ceff715e35155346ad9ec20627babd7b1c125c8c,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_7447_terminal_v3_temp_2026_07_15/01_solo_1x/C02_7447_NATIVE_PIN_CONTACT_sa_GATE_COLD_COPY.pdsprj,a9599efcef9f9e934608912e84afcf228a9176c73948db6e95f1e153b462351c,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_7447_terminal_v3_temp_2026_07_15/01_solo_1x/C02_7447_NATIVE_PIN_CONTACT_sa_GATE_NORMAL_COPY.pdsprj,a9599efcef9f9e934608912e84afcf228a9176c73948db6e95f1e153b462351c,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_7447_terminal_v3_temp_2026_07_15/01_solo_1x/C03_7447_GRID_CONTACT_sa_GATE_COLD_COPY.pdsprj,fb76f396cd94262f593b70c9b9700c48f2aac2a931d21646d0ae09f497202f29,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_7447_terminal_v3_temp_2026_07_15/01_solo_1x/C03_7447_GRID_CONTACT_sa_GATE_NORMAL_COPY.pdsprj,fb76f396cd94262f593b70c9b9700c48f2aac2a931d21646d0ae09f497202f29,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_7447_terminal_v3_temp_2026_07_15/01_solo_1x/C04_7447_CATALOGUE_TERMINAL_sa_GATE_COLD_COPY.pdsprj,608dd824e9d76a16c106d4dfc8300eff77be2102964beb6ffaecae3c3dbd668e,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_7447_terminal_v3_temp_2026_07_15/01_solo_1x/C04_7447_CATALOGUE_TERMINAL_sa_GATE_NORMAL_COPY.pdsprj,608dd824e9d76a16c106d4dfc8300eff77be2102964beb6ffaecae3c3dbd668e,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_7447_terminal_v3_temp_2026_07_15/03_scale_9x_15x/S09_7447_9X_COMPLETE_sa_GATE_COLD_COPY.pdsprj,6d6a868e3f0221fd9c45776f8f6d998727fa30f61f95e6639b0082104c1a4e2a,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_7447_terminal_v3_temp_2026_07_15/03_scale_9x_15x/S09_7447_9X_COMPLETE_sa_GATE_NORMAL_COPY.pdsprj,6d6a868e3f0221fd9c45776f8f6d998727fa30f61f95e6639b0082104c1a4e2a,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_7447_terminal_v3_temp_2026_07_15/03_scale_9x_15x/S15_7447_15X_COMPLETE_sa_GATE_COLD_COPY.pdsprj,023cdda2973f13f63972667cfbd1cbbdecfdb654e3f25f4134eaaee0d1df174a,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_7447_terminal_v3_temp_2026_07_15/03_scale_9x_15x/S15_7447_15X_COMPLETE_sa_GATE_NORMAL_COPY.pdsprj,023cdda2973f13f63972667cfbd1cbbdecfdb654e3f25f4134eaaee0d1df174a,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_4511_terminal_v2_temp_2026_07_14/02_local_proteus_gate/C01_4511_LOCKED_MEGA_NO_TERMINAL_COPY.pdsprj,20bc474dcd0430534bac2920d4ea4d2d413ae4f44db95611b9ef5e360fefbf4a,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_4511_terminal_v2_temp_2026_07_14/02_local_proteus_gate/C02_4511_NATIVE_PIN_CONTACT_COPY.pdsprj,4de9d3dbe4d51a43ca305c887317a6bfc7960da94f513992f9f884fa5b9505bf,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_4511_terminal_v2_temp_2026_07_14/02_local_proteus_gate/C03_4511_GRID_CONTACT_COPY.pdsprj,c341b8eef27f812f4c99923e4ed2a56a9245b516debebd7c97825cb3b032db21,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_4511_terminal_v2_temp_2026_07_14/02_local_proteus_gate/C04_4511_COMPLETE_ACTIVE_COPY.pdsprj,9d00ecb907ba1e668cc1d1638552e3df28de7eec25ee6f55e672e3531914f108,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_4511_terminal_v2_temp_2026_07_14/02_local_proteus_gate/C05_4511_COMPLETE_ACTIVE_COLD_REOPEN_COPY.pdsprj,9d00ecb907ba1e668cc1d1638552e3df28de7eec25ee6f55e672e3531914f108,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_4511_terminal_v2_temp_2026_07_14/04_local_proteus_gate/G01_4511_9X_COPY.pdsprj,3034d95f354fc3a999f24a1fca10d10fd2565fca892dd3085c0f0818b336b852,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_4511_terminal_v2_temp_2026_07_14/04_local_proteus_gate/G02_4511_9X_COLD_REOPEN_COPY.pdsprj,3034d95f354fc3a999f24a1fca10d10fd2565fca892dd3085c0f0818b336b852,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_4511_terminal_v2_temp_2026_07_14/04_local_proteus_gate/G03_4511_15X_COPY.pdsprj,4cc7b22527fe296268d05635ceff715e35155346ad9ec20627babd7b1c125c8c,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_4511_terminal_v2_temp_2026_07_14/04_local_proteus_gate/G04_4511_15X_COLD_REOPEN_COPY.pdsprj,4cc7b22527fe296268d05635ceff715e35155346ad9ec20627babd7b1c125c8c,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_7447_terminal_v2_temp_2026_07_14/02_local_proteus_gate/C01_7447_LOCKED_MEGA_NO_TERMINAL_COPY.pdsprj,2af0c4c60b642aef71b845fd6ed9d457e05cbcf3c795e57d0ce40ef8f04ef45a,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_7447_terminal_v2_temp_2026_07_14/02_local_proteus_gate/C02_7447_NATIVE_PIN_CONTACT_COPY.pdsprj,a9599efcef9f9e934608912e84afcf228a9176c73948db6e95f1e153b462351c,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_7447_terminal_v2_temp_2026_07_14/02_local_proteus_gate/C03_7447_GRID_CONTACT_COPY.pdsprj,fb76f396cd94262f593b70c9b9700c48f2aac2a931d21646d0ae09f497202f29,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_7447_terminal_v2_temp_2026_07_14/02_local_proteus_gate/C04_7447_COMPLETE_ACTIVE_COPY.pdsprj,608dd824e9d76a16c106d4dfc8300eff77be2102964beb6ffaecae3c3dbd668e,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_7447_terminal_v2_temp_2026_07_14/02_local_proteus_gate/C05_7447_COMPLETE_ACTIVE_COLD_REOPEN_COPY.pdsprj,608dd824e9d76a16c106d4dfc8300eff77be2102964beb6ffaecae3c3dbd668e,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_7447_terminal_v2_temp_2026_07_14/04_local_proteus_gate/G01_7447_9X_COPY.pdsprj,6d6a868e3f0221fd9c45776f8f6d998727fa30f61f95e6639b0082104c1a4e2a,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_7447_terminal_v2_temp_2026_07_14/04_local_proteus_gate/G02_7447_9X_COLD_REOPEN_COPY.pdsprj,6d6a868e3f0221fd9c45776f8f6d998727fa30f61f95e6639b0082104c1a4e2a,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_7447_terminal_v2_temp_2026_07_14/04_local_proteus_gate/G03_7447_15X_COPY.pdsprj,023cdda2973f13f63972667cfbd1cbbdecfdb654e3f25f4134eaaee0d1df174a,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_7447_terminal_v2_temp_2026_07_14/04_local_proteus_gate/G04_7447_15X_COLD_REOPEN_COPY.pdsprj,023cdda2973f13f63972667cfbd1cbbdecfdb654e3f25f4134eaaee0d1df174a,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_terminal_v1_temp_2026_07_13/01_4511_staged_1x/local_proteus_gate/G01_4511_NATIVE_CONTACT_STAGE_COPY.pdsprj,4de9d3dbe4d51a43ca305c887317a6bfc7960da94f513992f9f884fa5b9505bf,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_terminal_v1_temp_2026_07_13/01_4511_staged_1x/local_proteus_gate/G02_4511_GRID_CONTACT_STAGE_COPY.pdsprj,c341b8eef27f812f4c99923e4ed2a56a9245b516debebd7c97825cb3b032db21,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_terminal_v1_temp_2026_07_13/01_4511_staged_1x/local_proteus_gate/G03_4511_COMPLETE_ACTIVE_COPY.pdsprj,9d00ecb907ba1e668cc1d1638552e3df28de7eec25ee6f55e672e3531914f108,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_terminal_v1_temp_2026_07_13/02_4511_scale_9x_15x/S03_4511_15X_CATALOGUE_TERMINAL_sa.pdsprj.Vincero.Empty.workspace,9d86eeb9f3151fb648fdf6ef4f72260886d7b62b147cfd9eeadb74fd3460cb9c,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_terminal_v1_temp_2026_07_13/02_4511_scale_9x_15x/local_proteus_gate/G04_4511_9X_COPY.pdsprj,05b32e9f52c3e5a324ee463b68547f2a84bf0d9f04561484771b4295cd40ccec,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_terminal_v1_temp_2026_07_13/02_4511_scale_9x_15x/local_proteus_gate/G05_4511_15X_COPY.pdsprj,2d0e205943685f017be11dd13d1a5bfa9c4ca1485ba08acaddf6918828776a91,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_terminal_v1_temp_2026_07_13/03_7447_staged_1x/S02_7447_1X_CATALOGUE_TERMINAL_sa.pdsprj.Vincero.Empty.workspace,d2f76159bafb096769ec592bf3d8980cbd6e6b0ebd800fcfd88b4667528ad28e,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_terminal_v1_temp_2026_07_13/03_7447_staged_1x/local_proteus_gate/G01_7447_NATIVE_CONTACT_STAGE_COPY.pdsprj,a9599efcef9f9e934608912e84afcf228a9176c73948db6e95f1e153b462351c,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_terminal_v1_temp_2026_07_13/03_7447_staged_1x/local_proteus_gate/G02_7447_GRID_CONTACT_STAGE_COPY.pdsprj,fb76f396cd94262f593b70c9b9700c48f2aac2a931d21646d0ae09f497202f29,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_terminal_v1_temp_2026_07_13/03_7447_staged_1x/local_proteus_gate/G03_7447_COMPLETE_ACTIVE_COPY.pdsprj,608dd824e9d76a16c106d4dfc8300eff77be2102964beb6ffaecae3c3dbd668e,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_terminal_v1_temp_2026_07_13/04_7447_scale_9x_15x/local_proteus_gate/G04_7447_9X_COPY.pdsprj,e67ef80c4724756e92282125883c2f3d4ad9c1bda218e7252723fc9594c0bed8,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_decoder_driver_terminal_v1_temp_2026_07_13/04_7447_scale_9x_15x/local_proteus_gate/G05_7447_15X_COPY.pdsprj,c1f6dd4680bbbc7a96fa23a69ae2844e34e9758e645d1985cf64351886ca0b97,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/dil16_dual_jk_ff_4027_terminal_v3_temp_2026_07_14/02_local_proteus_gate/G01_4027_LOCKED_MEGA_NO_TERMINAL_COPY.pdsprj,190a55e8b3369e285b41ce4d9abcb73be5942b1f63cfb9f966f3e37717fcd38c,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
